146,150,32,73
198.598713457,181.053274103,34.600340726,79.0935402949
212.403435984,130.661773411,32.4806513009,74.3833394695
190.675946287,94.7201621797,32.1769865915,77.1479935117
88.6985588819,131.789046188,29.1036699712,72.0778143007
123.749197362,98.475602231,30.7615101378,73.4919184017
108.871328264,73.1387928817,33.9385167967,85.2322218233
105.670923456,116.103990998,32.7291503269,81.551222868
148.920034125,152.130085006,36.533693881,90.8912391378
94.2678610383,198.133138666,36.3138625029,90.518562298
75.0406438206,253.414612988,35.8485772422,89.3391051698
11.6843018235,254.844168468,37.8513460753,92.3116630642
32.6144701636,251.497945972,41.0860945391,99.004108057
23.4145797618,236.42465537,39.0407364115,100.648398534
99.3249179058,159.562445835,37.058271183,93.0970912853
129.718468157,199.256657597,38.4948874166,91.3854637217
114.120145157,109.66878672,36.9521840506,84.6449457105
199.829943319,156.764532511,38.1733500557,88.6336222805
196.470076443,144.073278843,39.4076764557,87.640109185
220.003496522,168.17963853,40.57008053,92.2723452535
186.542235959,123.44027394,41.1981222866,83.9891878382
207.573855045,133.303539704,40.5793077894,80.3286524807
200.760447102,138.636626053,38.9744056127,77.3153680799
192.561446945,94.622470877,41.1577338371,75.4840516619
190.309017115,142.116618695,39.9542166134,73.1081293783
85.8190644445,138.306581568,39.8873537657,73.4392164729
105.057387704,140.45837943,38.0087335224,66.9652508848
219.967139143,157.126456735,38.3255374078,64.0966160345
197.400272518,105.132545144,38.4993516816,59.4791306842
179.974099414,125.685555086,38.3829478898,58.0956983851
209.640951264,191.678246055,37.5679552791,62.5337783619
196.582855249,118.949162103,39.6405472258,61.9704924084
204.289964382,167.313375903,41.0980101735,61.2229226563
225.967270776,166.65407867,44.0150763105,60.5879765599
149.848971779,151.000963322,45.908671986,60.9797766381
109.258899656,117.474443009,44.7578378384,61.1882738062
109.039517165,130.748995773,47.1521276212,59.4737897083
200.575086217,144.556520084,43.9199482583,55.182542126
184.764778597,112.990222963,40.3430880643,53.6117748563
103.624364662,113.177653047,41.8544152021,52.5434628084
100.948932138,142.588722048,43.2503637725,51.5279616162
90.7261116527,131.218487827,44.6028708175,52.1772587929
97.7291709506,148.202816778,44.6148624969,51.6677378537
111.284149147,148.898901044,45.2325462557,51.6768857259
132.241647284,193.033425287,49.3136208445,56.9268725804
79.212741886,162.614662905,47.3543265374,58.8881079762
118.362339837,201.925039696,54.124901449,63.8600515385
122.599197804,266.580036764,57.7914633771,68.8399264711
91.4561390038,235.198121418,53.5521522054,67.513890525
61.3174176478,168.876619507,51.7240346147,65.1588627314
118.788351899,195.70530927,50.3369680538,68.7500412492
112.678942623,152.128237999,48.2593073791,64.7635130163
107.64281488,135.245781314,47.0766962665,63.018885827
103.31457018,97.2329371683,49.9180139468,64.5833467022
107.155612641,141.068398165,50.9514861231,62.8954416759
105.916822424,130.375217566,51.5610200364,60.4673707295
104.868839196,151.95240793,49.3437354734,58.1941507376
103.365574356,153.138505967,48.8735872583,57.6430479849
57.4478408729,163.377473507,45.5659573009,54.3182520188
96.6875719974,105.548273627,47.8375555378,58.8696342634
99.5691712871,151.661544312,47.7679056377,56.7407644019
107.79551525,150.679400969,47.6543748155,53.8580051895
102.287626541,139.563556134,50.5296779151,55.4904345287
77.6832199506,113.820807587,52.5387230293,55.7940392276
69.4785012099,93.6419839137,52.4849418218,55.5132359519
80.627953521,106.34347084,55.101184981,56.606712523
79.7859646033,122.914126421,55.5399752953,58.6632544501
97.7598405524,143.33408306,55.4597656639,59.2377775111
99.71887079,125.955899613,58.0755525207,58.2659415871
92.3468373992,99.5015839525,59.5560170457,58.0894746407
106.040201792,158.151985911,60.8481765812,56.8863727509
