282,104,67,84
301.715793043,78.9658083281,69.7771198165,80.5837375003
267.12196178,78.1802170532,68.3346401306,82.2906445947
178.390690096,4.58471494327,64.5330538601,78.4227346299
140.057153405,1.0,69.2450796347,80.1879468342
151.893086184,1.0,65.3504281262,74.2773271277
120.045941847,1.0,63.055199589,70.0997636368
118.251211876,37.0597094179,61.2548127285,66.1478388546
118.580404391,16.5547810167,60.952731956,67.0764311611
148.743568906,24.0067253609,59.1034765971,65.0120533904
107.795831224,24.8638841038,58.6214724076,64.8973419419
187.956548166,1.0,59.2289325658,65.9920603754
314.807939287,1.0,57.5555845288,63.5183283896
326.900534023,1.0,57.3271688138,64.5494614146
350.308806693,10.231370529,60.7541270453,65.4609721492
382.57217042,1.0,57.7751786744,61.6786151176
367.111008331,51.6778739285,52.7405707836,57.9880379058
338.982404355,39.9838050352,50.4514835703,55.4917057065
329.995518988,32.0318313955,50.8493341982,56.0295946361
317.944137383,91.0433499526,47.9180035522,54.3332176783
301.083684846,158.8727441,45.2618410606,53.7720398572
298.801371095,148.479109142,49.4255548757,56.0000618016
277.278898628,213.398518286,51.3386715035,53.6981621556
145.906146334,202.965836464,49.1918421064,51.7243534361
88.5417897311,198.285191439,49.2580034321,50.7035939243
71.2089363098,224.447320307,49.4052051784,49.9171779856
113.614422018,206.906239949,50.4893143281,48.4453836242
77.4768688941,217.371243171,48.9623118115,48.4579354678
77.038290984,249.65967539,46.1281143297,45.262617051
77.348545012,213.058975886,45.4420978931,44.5510216734
115.662704666,182.825177732,45.1076857507,43.1583732312
72.3019031231,193.40789539,45.3787120542,42.3334664025
120.831119892,183.251410691,44.1082729003,43.2919321699
119.104107137,222.109536489,44.3677798445,43.0401275948
93.7704462115,244.43312256,40.8328464471,39.2121235437
80.2596088907,228.804418121,40.9467890788,38.9979061409
137.780067713,198.31985886,40.1340437359,36.9441364786
84.610746205,224.576529202,37.2104186859,35.7061902332
73.3360190474,227.483815156,34.6480890198,32.7795656473
97.1703812191,224.669978026,36.7467635106,33.2580332693
102.858539688,217.751907916,36.7280172202,32.2596779448
16.5654323238,258.4546544,35.1986161048,32.7083338405
25.1965281647,258.294026736,32.4365169293,30.0104777736
1.0,270.726760633,33.2205046858,30.9923057419
1.0,300.186712801,33.6484309294,31.0510238411
1.0,301.825805744,31.1526861714,27.9272566933
1.0,326.611054447,33.5963648484,31.157643534
1.0,328.171726356,31.6476255147,29.1934543941
1.0,357.628802216,29.7254600569,28.8993130509
1.0,350.964576557,30.5965091681,29.38372159
1.0,351.44875151,32.1981931019,29.3240173737
1.0,362.37916045,34.085304694,27.3087404952
1.0,361.256776903,34.3136681119,25.2251537066
1.0,361.372290636,33.7933858766,23.9550756611
1.0,358.105357478,32.5753636795,24.1066482758
1.0,357.348833091,29.6855882722,22.5850672288
1.0,355.369934916,29.2940695882,22.9567508418
1.0,359.249052389,28.36203537,21.4335274724
1.0,353.845913696,29.2660071836,20.9653030577
1.0,364.483429729,28.1146947778,20.0860553705
1.0,365.305893248,28.95148012,19.9259274783
1.0,358.862962273,28.3804010218,19.671011841
1.0,356.149048411,28.1879814689,19.8448288883
1.0,351.534144351,27.5234088688,19.6515460736
1.0,354.107487817,27.1762536598,19.4206787854
6.10977540886,359.466584015,26.9186594789,19.3243402174
1.0,364.467767941,26.7458201608,18.4518628086
1.0,356.196618082,26.0885090947,18.1061238902
1.0,354.10376066,25.9201797551,18.2438517503
1.0,356.705979585,24.7025697062,18.2851676646
1.0,362.546295855,22.703325203,17.2542629467
6.60244249392,366.206176091,23.0911545935,18.4262484231
3.09098627843,363.026114858,22.7408570711,17.9176031507
1.0,360.344024608,22.3474727688,17.9543510192
1.0,361.284868525,22.9300627302,17.4087562538
1.0,357.439476355,22.244257935,17.4246805916
1.0,361.985329795,21.2869533719,17.5189192234
1.0,358.245030796,21.2453749474,17.6633756345
1.0,356.574963766,20.6545090148,17.909576352
1.0,361.61717471,21.3254977888,16.9468909894
1.0,360.829540053,22.0901030724,16.7659624942
1.0,356.819391099,22.4239077067,16.278316295
1.0,364.465138595,22.5952563024,15.4403649656
1.0,360.131197255,21.8728542982,15.8533762779
1.0,360.518291897,21.3073715168,15.4774475262
1.0,359.454490787,21.2279281174,15.3690928403
1.0,356.928804362,21.5198829553,14.7451517407
2.30109182886,358.678776102,21.6801726045,14.5517995315
1.0,360.470362151,21.2476808158,14.5849504286
1.0,364.464404292,20.8199256576,14.7144723095
1.0,360.993217361,20.5130786189,14.3355876274
1.0,359.10435977,19.5028308686,14.4291285086
